SubmissionDate,starttime,endtime,duration,consent,age,gender,degree,international,closure_cam,closure_res,closure_date,location,location_perm,living,vulnerable,quarantine,experienced,dis_label,dis_healthcare,dis_internet,dis_academic,dis_social,dis_psych,change,fin_exp,fin_inc,fin_aid,fin_debt,exp_type,exp_more,exp_less,inc_more,inc_less,aid_more,aid_less,debt_more,debt_less,inst_response,anx_label,anx_nextmo,anx_summer,anx_longterm,inst_country,country,consent_l,gender_l,degree_l,international_l,closure_cam_l,closure_res_l,location_l,location_perm_l,living_l,vulnerable_l,quarantine_l,dis_healthcare_l,dis_internet_l,dis_academic_l,dis_social_l,dis_psych_l,fin_exp_l,fin_inc_l,fin_aid_l,fin_debt_l,inst_response_l,anx_nextmo_l,anx_summer_l,anx_longterm_l,inst_country_l,country_l,starttime_l,endtime_l,duration_m,duration_m_bins,KEY
2020-04-07T15:00:48.862Z,2020-04-07T14:52:38.502Z,2020-04-07T15:00:48.810Z,490,1,20,1,1,0,1,0,2020-03-20,3,1,2,0,0,4,,3,3,3,3,3,,1,1,2,2,,,200,,400,,,,,2,,2,1,3,0,0,Yes,Woman,Undergraduate,Domestic,Yes,No,Different City,Yes,Family,No,No,Same,Same,Same,Same,Same,Decreased,Decreased,No Change,No Change,Timely,Worse,Much Worse,Same,United States of America (USA),United States of America (USA),2020-Apr-7 14:52:38,,8.166666667,< 10min,uuid:a7e9ae2c-9752-476d-8614-b199b8a2c640
2020-04-07T15:12:53.426Z,2020-04-07T15:07:07.266Z,2020-04-07T15:12:53.388Z,346,1,24,2,2,0,1,0,2020-03-16,3,1,2,0,0,4,,2,3,3,1,2,,1,2,,,,,1000,,,,,,,2,,1,1,1,64,64,Yes,Man,Masters,Domestic,Yes,No,Different City,Yes,Family,No,No,Worse,Same,Same,Much Worse,Worse,Decreased,No Change,,,Timely,Much Worse,Much Worse,Much Worse,France,France,2020-Apr-7 15:07:07,,5.766666667,< 10min,uuid:15827a8a-f6cb-4b87-b21b-739a75ad5ef6
2020-04-07T15:12:57.753Z,2020-04-07T15:08:24.857Z,2020-04-07T15:12:57.715Z,273,1,28,1,2,0,1,1,2020-03-20,2,0,1,0,0,,,0,2,2,1,2,,1,1,2,2,,,250,,,,,,,2,,4,1,1,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Same City,No,Roommates,No,No,N/A,Worse,Worse,Much Worse,Worse,Decreased,Decreased,No Change,No Change,Timely,Better,Much Worse,Much Worse,United States of America (USA),United States of America (USA),2020-Apr-7 15:08:24,,4.55,< 05min,uuid:e54d36f6-4f4f-4fce-98d3-41678a26bc43
2020-04-07T15:21:02.940Z,2020-04-07T15:13:46.950Z,2020-04-07T15:21:02.902Z,436,1,20,2,2,0,1,1,2020-03-13,3,1,2,0,0,3,,2,3,2,2,1,,1,2,2,2,,,325,,,,,,,3,,2,1,2,64,64,Yes,Man,Masters,Domestic,Yes,Yes,Different City,Yes,Family,No,No,Worse,Same,Worse,Worse,Much Worse,Decreased,No Change,No Change,No Change,Too Slow,Worse,Much Worse,Worse,France,France,2020-Apr-7 15:13:46,,7.266666667,< 10min,uuid:f0832f2e-fe79-48e4-ae0d-ce30178099c2
2020-04-07T20:13:04.403Z,2020-04-07T19:47:04.784Z,2020-04-07T20:13:04.323Z,1560,1,20,1,1,0,1,1,2020-03-20,3,1,2,0,0,3,,2,3,2,1,1,,2,1,2,2,,,,,,,,,,1,,2,2,0,0,0,Yes,Woman,Undergraduate,Domestic,Yes,Yes,Different City,Yes,Family,No,No,Worse,Same,Worse,Much Worse,Much Worse,No Change,Decreased,No Change,No Change,Too Fast,Worse,Worse,N/A,United States of America (USA),United States of America (USA),2020-Apr-7 19:47:04,,26,< 30min,uuid:912d5123-992d-45fd-b266-c3a6376ec130
2020-04-07T20:57:23.796Z,2020-04-07T20:53:28.979Z,2020-04-07T20:57:23.750Z,235,1,24,2,2,1,1,0,2020-04-07,2,1,3,0,0,3 4,,1,3,2,2,2,,2,2,2,2,,,,,,,,,,2,,2,2,1,64,64,Yes,Man,Masters,International,Yes,No,Same City,Yes,,No,No,Much Worse,Same,Worse,Worse,Worse,No Change,No Change,No Change,No Change,Timely,Worse,Worse,Much Worse,France,France,2020-Apr-7 20:53:28,,3.916666667,< 05min,uuid:9cd5e4bc-171f-4a92-858b-57aadb35f8e1
2020-04-07T21:20:20.696Z,2020-04-07T21:13:07.608Z,2020-04-07T21:20:20.665Z,433,1,32,1,3,1,1,1,2020-03-17,2,1,3,0,0,4,,3,3,2,1,2,,1,2,2,2,,,2000,,,,,,,2,,1,2,2,64,64,Yes,Woman,Doctoral,International,Yes,Yes,Same City,Yes,,No,No,Same,Same,Worse,Much Worse,Worse,Decreased,No Change,No Change,No Change,Timely,Much Worse,Worse,Worse,France,France,2020-Apr-7 21:13:07,,7.216666667,< 10min,uuid:9c4e0c47-045d-4e2b-bbbb-484f2db382be
2020-04-07T21:41:49.625Z,2020-04-07T21:36:02.166Z,2020-04-07T21:41:49.597Z,347,1,24,2,3,0,1,1,2020-03-11,3,0,2,0,0,,,3,3,3,2,2,,2,2,2,2,,,,,,,,,,2,,2,1,2,0,0,Yes,Man,Doctoral,Domestic,Yes,Yes,Different City,No,Family,No,No,Same,Same,Same,Worse,Worse,No Change,No Change,No Change,No Change,Timely,Worse,Much Worse,Worse,United States of America (USA),United States of America (USA),2020-Apr-7 21:36:02,,5.783333333,< 10min,uuid:e673854b-6467-4243-907e-de38544eb8fd
2020-04-07T21:55:44.700Z,2020-04-07T21:45:46.198Z,2020-04-07T21:55:44.667Z,598,1,24,1,5,0,1,1,2020-03-23,3,1,2,0,0,,,3,3,3,2,3,,2,2,2,2,,,,,,,,,,2,,2,1,1,0,0,Yes,Woman,,Domestic,Yes,Yes,Different City,Yes,Family,No,No,Same,Same,Same,Worse,Same,No Change,No Change,No Change,No Change,Timely,Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),2020-Apr-7 21:45:46,,9.966666667,< 10min,uuid:24489cd6-05ed-49b0-9da8-05d6200f3583
2020-04-07T22:17:54.457Z,2020-04-07T22:15:40.259Z,2020-04-07T22:17:54.415Z,134,1,29,2,2,0,1,0,2020-03-11,2,1,2,0,0,3 4,,1,3,3,1,1,,3,2,2,2,1 2 2003,,,,,,,,,2,,1,2,2,0,0,Yes,Man,Masters,Domestic,Yes,No,Same City,Yes,Family,No,No,Much Worse,Same,Same,Much Worse,Much Worse,Increased,No Change,No Change,No Change,Timely,Much Worse,Worse,Worse,United States of America (USA),United States of America (USA),2020-Apr-7 22:15:40,,2.233333333,< 05min,uuid:d1ba4cf0-5be4-44b3-a062-d40008cc5c5b
2020-04-07T22:25:14.111Z,2020-04-07T22:20:18.430Z,2020-04-07T22:25:14.063Z,296,1,,1,2,0,1,1,2020-03-16,2,1,1,0,0,,,2,3,2,1,2,,2,1,2,2,,,,,4000,,,,,2,,1,1,1,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Same City,Yes,Roommates,No,No,Worse,Same,Worse,Much Worse,Worse,No Change,Decreased,No Change,No Change,Timely,Much Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),2020-Apr-7 22:20:18,,4.933333333,< 05min,uuid:5ebe4c82-53c2-442d-9df4-eef97c8cc8cd
2020-04-07T22:26:39.265Z,2020-04-07T22:01:50.580Z,2020-04-07T22:26:39.234Z,1489,1,27,1,2,0,1,1,2020-03-16,2,1,1,0,0,4,,0,3,2,2,2,,2,2,2,2,,,,,,,,,,2,,2,2,2,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Same City,Yes,Roommates,No,No,N/A,Same,Worse,Worse,Worse,No Change,No Change,No Change,No Change,Timely,Worse,Worse,Worse,United States of America (USA),United States of America (USA),2020-Apr-7 22:01:50,,24.81666667,< 30min,uuid:4de28390-8468-49dc-82d4-1f48ee4046f6
2020-04-07T23:13:42.060Z,2020-04-07T22:56:19.293Z,2020-04-07T23:13:42.016Z,1043,1,22,1,1,0,1,1,2020-03-16,3,1,2,0,0,,,0,3,4,2,3,,2,2,2,2,,,,,,,,,,2,,3,3,3,0,0,Yes,Woman,Undergraduate,Domestic,Yes,Yes,Different City,Yes,Family,No,No,N/A,Same,Better,Worse,Same,No Change,No Change,No Change,No Change,Timely,Same,Same,Same,United States of America (USA),United States of America (USA),2020-Apr-7 22:56:19,,17.38333333,< 20min,uuid:b1755ad6-dc4b-417e-82a1-e37dea6f808a
2020-04-08T00:25:51.419Z,2020-04-08T00:20:26.980Z,2020-04-08T00:25:51.321Z,324,1,26,1,2,0,1,1,2020-03-15,2,1,3,0,0,,,0,3,2,1,2,,1,2,2,2,,,1000,,,,,,,2,,2,1,2,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Same City,Yes,,No,No,N/A,Same,Worse,Much Worse,Worse,Decreased,No Change,No Change,No Change,Timely,Worse,Much Worse,Worse,United States of America (USA),United States of America (USA),2020-Apr-8 0:20:26,,5.4,< 10min,uuid:58bdbb77-e988-47dc-9542-69ca7e695dd7
2020-04-08T03:18:23.510Z,2020-04-08T03:17:49.565Z,2020-04-08T03:18:23.477Z,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2020-Apr-8 3:17:49,,0.5666666667,< 01min,uuid:39c54e6d-1d64-4e5b-9af4-d27aecb95a2e
2020-04-08T03:24:41.426Z,2020-04-08T03:10:25.437Z,2020-04-08T03:24:41.379Z,856,1,28,2,2,1,1,1,2020-03-14,4,0,2,0,0,3,,3,3,2,1,2,,3,2,2,2,3 4 2005,1500,,,,,,,,3,,1,1,2,64,91,Yes,Man,Masters,International,Yes,Yes,Different Country,No,Family,No,No,Same,Same,Worse,Much Worse,Worse,Increased,No Change,No Change,No Change,Too Slow,Much Worse,Much Worse,Worse,France,Japan,2020-Apr-8 3:10:25,,14.26666667,< 20min,uuid:24d02f99-292f-414e-853f-99d9fdb45b35
2020-04-08T08:42:16.329Z,2020-04-08T08:34:30.182Z,2020-04-08T08:42:16.268Z,466,1,20,1,2,0,1,0,2020-03-06,2,1,1,0,0,,,2,2,3,1,3,,1,2,2,2,,,200,,,,,,,2,,3,2,3,64,64,Yes,Woman,Masters,Domestic,Yes,No,Same City,Yes,Roommates,No,No,Worse,Worse,Same,Much Worse,Same,Decreased,No Change,No Change,No Change,Timely,Same,Worse,Same,France,France,2020-Apr-8 8:34:30,,7.766666667,< 10min,uuid:1ebac811-681a-44e4-973f-ee682a948186
2020-04-08T09:45:59.337Z,2020-04-08T09:34:54.807Z,2020-04-08T09:45:59.298Z,664,1,27,2,3,0,1,0,2020-03-16,2,1,1,0,0,,,0,3,3,1,3,,2,2,2,2,,,,,,,,,,2,,3,0,2,64,64,Yes,Man,Doctoral,Domestic,Yes,No,Same City,Yes,Roommates,No,No,N/A,Same,Same,Much Worse,Same,No Change,No Change,No Change,No Change,Timely,Same,N/A,Worse,France,France,2020-Apr-8 9:34:54,,11.06666667,< 20min,uuid:2327f7af-1b59-47be-bbd7-226f84b5fd4c
2020-04-08T10:41:50.317Z,2020-04-08T10:11:51.560Z,2020-04-08T10:41:50.279Z,1799,1,,1,3,0,1,0,2020-03-15,2,0,1,0,0,3 4,,3,3,2,2,1,,2,1,2,2,,,,,180,,,,,2,,2,2,0,184,184,Yes,Woman,Doctoral,Domestic,Yes,No,Same City,No,Roommates,No,No,Same,Same,Worse,Worse,Much Worse,No Change,Decreased,No Change,No Change,Timely,Worse,Worse,N/A,Turkey,Turkey,2020-Apr-8 10:11:51,,29.98333333,< 30min,uuid:33fd710b-21e9-4347-a7dc-548b3dbd8bcc
2020-04-08T11:36:01.575Z,2020-04-08T11:27:19.092Z,2020-04-08T11:36:01.530Z,522,1,22,2,2,1,1,1,2020-03-29,2,1,1,0,0,4,,0,3,2,2,4,,1,2,2,2,,,500,,,,,,,1,,4,3,3,0,0,Yes,Man,Masters,International,Yes,Yes,Same City,Yes,Roommates,No,No,N/A,Same,Worse,Worse,Better,Decreased,No Change,No Change,No Change,Too Fast,Better,Same,Same,United States of America (USA),United States of America (USA),2020-Apr-8 11:27:19,,8.7,< 10min,uuid:dcedd954-7407-4f8e-b50d-dab40b40f654
2020-04-08T17:23:58.512Z,2020-04-08T17:19:55.396Z,2020-04-08T17:23:58.472Z,243,1,31,2,2,0,1,0,2020-03-21,2,1,1,0,0,4,,3,2,2,1,2,,1,1,2,2,,,500,,0,,,,,2,,3,1,1,0,0,Yes,Man,Masters,Domestic,Yes,No,Same City,Yes,Roommates,No,No,Same,Worse,Worse,Much Worse,Worse,Decreased,Decreased,No Change,No Change,Timely,Same,Much Worse,Much Worse,United States of America (USA),United States of America (USA),2020-Apr-8 17:19:55,,4.05,< 05min,uuid:493ae228-8967-417b-a133-7b302e818e23
2020-04-09T00:11:18.638Z,2020-04-08T23:58:13.631Z,2020-04-09T00:11:18.602Z,785,1,18,2,1,0,1,1,2020-03-13,2,1,2,0,0,4,,3,3,2,2,2,,2,2,2,2,,,,,,,,,,1,,2,2,2,138,138,Yes,Man,Undergraduate,Domestic,Yes,Yes,Same City,Yes,Family,No,No,Same,Same,Worse,Worse,Worse,No Change,No Change,No Change,No Change,Too Fast,Worse,Worse,Worse,Pakistan,Pakistan,2020-Apr-8 23:58:13,,13.08333333,< 20min,uuid:968f99f9-5e96-4598-92f1-eb57cc69d0d0
2020-04-09T00:22:04.948Z,2020-04-09T00:12:46.458Z,2020-04-09T00:22:04.917Z,558,1,18,2,1,0,1,1,2020-03-13,2,1,2,0,0,3,,2,2,2,1,0,,2,2,2,1,,,,,,,,,,1,,2,2,1,138,138,Yes,Man,Undergraduate,Domestic,Yes,Yes,Same City,Yes,Family,No,No,Worse,Worse,Worse,Much Worse,N/A,No Change,No Change,No Change,Decreased,Too Fast,Worse,Worse,Much Worse,Pakistan,Pakistan,2020-Apr-9 0:12:46,,9.3,< 10min,uuid:d2720834-f0a8-47a1-b189-e3f9746afcff
2020-04-09T07:56:28.012Z,2020-04-09T04:39:38.807Z,2020-04-09T07:56:27.987Z,11809,1,19,1,1,0,1,1,2020-04-09,3,1,2,0,0,1,,2,3,2,2,2,,2,1,1,1,,,,,,,,,,1,,2,1,1,,,Yes,Woman,Undergraduate,Domestic,Yes,Yes,Different City,Yes,Family,No,No,Worse,Same,Worse,Worse,Worse,No Change,Decreased,Decreased,Decreased,Too Fast,Worse,Much Worse,Much Worse,,,2020-Apr-9 4:39:38,,196.8166667,>= 30min,uuid:fb81b959-cd30-436e-a5c7-28d683ee5882
2020-04-09T08:11:30.826Z,2020-04-09T08:02:48.989Z,2020-04-09T08:11:30.764Z,522,1,,1,1,1,1,1,2020-04-09,3,1,2,0,0,2,,2,3,1,,0,,3,1,1,,,,,,,,,,,1,,0,1,,138,,Yes,Woman,Undergraduate,International,Yes,Yes,Different City,Yes,Family,No,No,Worse,Same,Much Worse,,N/A,Increased,Decreased,Decreased,,Too Fast,N/A,Much Worse,,Pakistan,,2020-Apr-9 8:02:48,,8.7,< 10min,uuid:63153c8b-55ea-49f2-ad8f-85f9ab458ba5
2020-04-09T08:22:24.715Z,2020-04-09T08:18:44.292Z,2020-04-09T08:22:24.677Z,220,1,,1,1,1,1,1,2020-04-09,3,1,2,0,0,2,,2,3,,0,,,3,1,1,1,,,,,,,,,,1,,1,1,1,,,Yes,Woman,Undergraduate,International,Yes,Yes,Different City,Yes,Family,No,No,Worse,Same,,N/A,,Increased,Decreased,Decreased,Decreased,Too Fast,Much Worse,Much Worse,Much Worse,,,2020-Apr-9 8:18:44,,3.666666667,< 05min,uuid:d7061d3c-2914-4d89-b224-8f4633459035
2020-04-09T08:30:04.975Z,2020-04-09T08:24:14.533Z,2020-04-09T08:30:04.943Z,350,1,,2,5,0,0,1,2020-04-09,3,,2,0,0,4,,2,3,0,0,0,,3,1,1,1,5,,,,,,,,,1,,0,1,1,138,,Yes,Man,,Domestic,No,Yes,Different City,,Family,No,No,Worse,Same,N/A,N/A,N/A,Increased,Decreased,Decreased,Decreased,Too Fast,N/A,Much Worse,Much Worse,Pakistan,,2020-Apr-9 8:24:14,,5.833333333,< 10min,uuid:9f07b387-792b-4ff1-89f5-2051794baf9a
2020-04-09T12:18:09.072Z,2020-04-09T11:47:08.140Z,2020-04-09T12:18:08.999Z,1861,1,18,1,1,0,1,1,2020-03-23,2,0,2,0,1,3 4,,,,,,,,1,1,,,,,5,,5,,,,,1,,,0,,138,138,Yes,Woman,Undergraduate,Domestic,Yes,Yes,Same City,No,Family,No,Yes,,,,,,Decreased,Decreased,,,Too Fast,,N/A,,Pakistan,Pakistan,2020-Apr-9 11:47:08,,31.01666667,>= 30min,uuid:4782b057-5e11-412b-a17f-f445251ade11
2020-04-09T13:56:10.567Z,2020-04-09T13:45:04.426Z,2020-04-09T13:56:10.537Z,666,1,26,2,2,0,1,0,2020-03-16,2,1,3,0,0,,,0,3,3,2,2,,2,2,2,2,,,,,,,,,,2,,3,1,2,173,173,Yes,Man,Masters,Domestic,Yes,No,Same City,Yes,,No,No,N/A,Same,Same,Worse,Worse,No Change,No Change,No Change,No Change,Timely,Same,Much Worse,Worse,Sweden,Sweden,2020-Apr-9 13:45:04,,11.1,< 20min,uuid:d06b83e0-7782-4968-bd97-b29f7f864409
2020-04-09T14:05:17.005Z,2020-04-09T12:48:42.486Z,2020-04-09T14:05:16.966Z,4594,1,19,2,1,0,1,0,2020-03-15,2,1,2,1,0,3,,0,0,1,1,1,,3,2,1,2,4,,,,,,1000,,,3,,1,1,0,138,138,Yes,Man,Undergraduate,Domestic,Yes,No,Same City,Yes,Family,Yes,No,N/A,N/A,Much Worse,Much Worse,Much Worse,Increased,No Change,Decreased,No Change,Too Slow,Much Worse,Much Worse,N/A,Pakistan,Pakistan,2020-Apr-9 12:48:42,,76.56666667,>= 30min,uuid:00b09842-1afb-44e4-af35-25d1159afe70
2020-04-09T22:24:26.707Z,2020-04-09T21:52:58.386Z,2020-04-09T22:24:26.677Z,1888,1,23,1,2,0,1,1,2020-04-09,2,1,3,0,0,,,1,1,3,1,1,,2,2,2,2,,,,,,,,,,1,,1,1,1,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Same City,Yes,,No,No,Much Worse,Much Worse,Same,Much Worse,Much Worse,No Change,No Change,No Change,No Change,Too Fast,Much Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),2020-Apr-9 21:52:58,,31.46666667,>= 30min,uuid:78232e97-2b6a-4ecf-b65c-5926449c4d3a
2020-04-10T02:04:39.533Z,2020-04-10T01:46:50.328Z,2020-04-10T02:04:39.502Z,1069,1,20,1,1,0,1,0,2020-03-16,3,1,2,0,0,3,,2,3,1,1,2,,1,2,2,2,,,130,,,,,,,2,,1,1,1,83,83,Yes,Woman,Undergraduate,Domestic,Yes,No,Different City,Yes,Family,No,No,Worse,Same,Much Worse,Much Worse,Worse,Decreased,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Much Worse,India,India,2020-Apr-10 1:46:50,,17.81666667,< 20min,uuid:d4df2e5c-81de-467e-9db5-60c5d7e2bfce
2020-04-10T12:38:16.426Z,2020-04-10T12:23:29.531Z,2020-04-10T12:38:16.324Z,887,1,24,1,2,1,1,0,2020-04-13,2,1,3,0,0,4,,3,2,2,1,2,,2,1,1,2,,,,,,,,,,3,,2,2,2,91,91,Yes,Woman,Masters,International,Yes,No,Same City,Yes,,No,No,Same,Worse,Worse,Much Worse,Worse,No Change,Decreased,Decreased,No Change,Too Slow,Worse,Worse,Worse,Japan,Japan,2020-Apr-10 12:23:29,,14.78333333,< 20min,uuid:8febcf42-94c2-45f1-acf9-04b0d5ec65d8
2020-04-10T16:07:18.865Z,2020-04-10T16:06:53.327Z,2020-04-10T16:07:18.831Z,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2020-Apr-10 16:06:53,,0.4333333333,< 01min,uuid:33b0c3e6-a397-4b91-89ab-ce15f840469f
2020-04-10T16:47:02.664Z,2020-04-10T16:41:39.021Z,2020-04-10T16:47:02.620Z,324,1,29,2,3,0,1,1,2020-03-13,2,1,2,0,0,,,2,3,2,2,4,,3,2,2,2,,2000,,,,,,,,2,,3,3,3,0,0,Yes,Man,Doctoral,Domestic,Yes,Yes,Same City,Yes,Family,No,No,Worse,Same,Worse,Worse,Better,Increased,No Change,No Change,No Change,Timely,Same,Same,Same,United States of America (USA),United States of America (USA),2020-Apr-10 16:41:39,,5.4,< 10min,uuid:3985c8a7-ea2a-43cc-9456-16562e451055
2020-04-10T16:49:04.755Z,2020-04-10T16:36:28.746Z,2020-04-10T16:49:04.728Z,756,1,20,1,1,0,1,0,2020-03-15,2,1,2,1,0,4,,0,2,2,1,1,,1,1,2,1,,,,,,,,,,2,,1,1,1,83,83,Yes,Woman,Undergraduate,Domestic,Yes,No,Same City,Yes,Family,Yes,No,N/A,Worse,Worse,Much Worse,Much Worse,Decreased,Decreased,No Change,Decreased,Timely,Much Worse,Much Worse,Much Worse,India,India,2020-Apr-10 16:36:28,,12.6,< 20min,uuid:656ed6f4-105b-4beb-b2a7-d7057b3801df
2020-04-11T14:09:23.024Z,2020-04-11T13:33:40.773Z,2020-04-11T14:09:22.980Z,2142,1,19,2,1,0,1,0,2020-03-24,3,1,2,0,0,1,,3,3,1,1,1,,1,2,2,2,,,120,,,,,,,1,,1,1,2,83,83,Yes,Man,Undergraduate,Domestic,Yes,No,Different City,Yes,Family,No,No,Same,Same,Much Worse,Much Worse,Much Worse,Decreased,No Change,No Change,No Change,Too Fast,Much Worse,Much Worse,Worse,India,India,2020-Apr-11 13:33:40,,35.7,>= 30min,uuid:c24f4ff4-0f36-4c18-b9ad-747832529b4f
2020-04-11T15:26:27.833Z,2020-04-11T15:03:32.470Z,2020-04-11T15:26:27.806Z,1375,1,21,2,1,0,1,1,2020-03-20,2,1,2,0,1,1,,0,0,,,,,1,1,1,1,,,,,,,,,,,,,,,138,138,Yes,Man,Undergraduate,Domestic,Yes,Yes,Same City,Yes,Family,No,Yes,N/A,N/A,,,,Decreased,Decreased,Decreased,Decreased,,,,,Pakistan,Pakistan,2020-Apr-11 15:03:32,,22.91666667,< 30min,uuid:fd08a797-3d35-400b-a857-a2daaf515ade
2020-04-12T19:24:57.888Z,2020-04-12T18:15:50.398Z,2020-04-12T19:24:57.857Z,4147,1,23,1,2,1,1,0,2020-04-20,2,1,2,1,0,4,,3,3,2,2,2,,2,2,2,2,,,,,,,,,,2,,2,2,2,173,173,Yes,Woman,Masters,International,Yes,No,Same City,Yes,Family,Yes,No,Same,Same,Worse,Worse,Worse,No Change,No Change,No Change,No Change,Timely,Worse,Worse,Worse,Sweden,Sweden,2020-Apr-12 18:15:50,,69.11666667,>= 30min,uuid:aac032ef-74f5-4f70-b1e0-89df41c2829b
2020-04-12T20:46:38.856Z,2020-04-12T20:44:08.199Z,2020-04-12T20:46:38.831Z,151,1,21,1,1,0,1,1,2020-03-18,1,0,1,0,0,3,,2,3,2,1,2,,1,1,2,2,,,,,,,,,,2,,1,1,1,0,0,Yes,Woman,Undergraduate,Domestic,Yes,Yes,On Campus,No,Roommates,No,No,Worse,Same,Worse,Much Worse,Worse,Decreased,Decreased,No Change,No Change,Timely,Much Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),2020-Apr-12 20:44:08,,2.516666667,< 05min,uuid:cd3ef280-54e1-4927-b72c-8c7430c0313e
2020-04-13T14:03:53.829Z,2020-04-13T14:03:13.558Z,2020-04-13T14:03:53.766Z,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2020-Apr-13 14:03:13,,0.6666666667,< 01min,uuid:c97f2a2e-0395-4922-8d0c-65d389c87a3e
2020-04-13T14:22:20.624Z,2020-04-13T13:44:36.133Z,2020-04-13T14:22:20.590Z,2264,1,34,2,3,0,1,1,2020-03-08,3,1,2,0,0,,,2,2,1,1,3,,1,1,3,3,,,300,,20000,6000,,4000,,2,,3,2,3,64,64,Yes,Man,Doctoral,Domestic,Yes,Yes,Different City,Yes,Family,No,No,Worse,Worse,Much Worse,Much Worse,Same,Decreased,Decreased,Increased,Increased,Timely,Same,Worse,Same,France,France,2020-Apr-13 13:44:36,,37.73333333,>= 30min,uuid:10d83895-852a-45aa-ad26-eac114c22f69
2020-04-13T14:35:20.821Z,2020-04-13T14:20:39.778Z,2020-04-13T14:35:20.794Z,881,1,23,1,4,0,1,1,2020-03-14,3,1,2,0,0,4,,,,,,,,2,2,2,2,,,,,,,,,,3,,2,0,2,64,64,Yes,Woman,,Domestic,Yes,Yes,Different City,Yes,Family,No,No,,,,,,No Change,No Change,No Change,No Change,Too Slow,Worse,N/A,Worse,France,France,2020-Apr-13 14:20:39,,14.68333333,< 20min,uuid:9328405c-2f22-40ea-be40-0f007dcb5924
2020-04-13T14:44:35.904Z,2020-04-13T13:41:26.422Z,2020-04-13T14:44:35.872Z,3789,1,,1,3,0,1,1,2020-03-16,3,1,2,0,0,3,,,,,0,,,2,2,2,2,,,,,,,,,,2,,4,4,4,64,64,Yes,Woman,Doctoral,Domestic,Yes,Yes,Different City,Yes,Family,No,No,,,,N/A,,No Change,No Change,No Change,No Change,Timely,Better,Better,Better,France,France,2020-Apr-13 13:41:26,,63.15,>= 30min,uuid:16f687d1-2662-4b2e-b654-071c79e9768c
2020-04-13T15:36:19.768Z,2020-04-13T15:25:43.852Z,2020-04-13T15:36:19.676Z,636,1,56,1,1,0,1,1,2020-03-23,2,1,2,0,0,,,3,3,3,3,3,,1,2,2,2,,,,,,,,,,2,,3,0,0,191,,Yes,Woman,Undergraduate,Domestic,Yes,Yes,Same City,Yes,Family,No,No,Same,Same,Same,Same,Same,Decreased,No Change,No Change,No Change,Timely,Same,N/A,N/A,Uruguay,,2020-Apr-13 15:25:43,,10.6,< 20min,uuid:4f440aa0-5be2-4c33-a0f0-29eb3852dbd2
2020-04-13T15:56:43.150Z,2020-04-13T15:46:35.749Z,2020-04-13T15:56:43.089Z,607,1,30,1,2,0,1,1,2020-03-16,3,0,1,0,0,3 4,,2,3,2,2,2,,1,2,2,2,,,200,,,,,,,3,,3,2,1,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,Different City,No,Roommates,No,No,Worse,Same,Worse,Worse,Worse,Decreased,No Change,No Change,No Change,Too Slow,Same,Worse,Much Worse,United States of America (USA),United States of America (USA),2020-Apr-13 15:46:35,,10.11666667,< 20min,uuid:56f4e414-604a-41e9-bad8-dd2754e73c65
2020-04-13T16:02:24.767Z,2020-04-13T16:02:14.299Z,2020-04-13T16:02:24.737Z,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2020-Apr-13 16:02:14,,0.1666666667,< 01min,uuid:c7b3007b-a8b0-4680-9ce9-503b0224b9d2
2020-04-13T16:38:37.547Z,2020-04-13T13:47:55.713Z,2020-04-13T16:38:37.517Z,10242,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2020-Apr-13 13:47:55,,170.7,>= 30min,uuid:3d183174-3978-4ee4-ae27-f35b16073a41
2020-04-13T16:39:41.518Z,2020-04-13T16:38:48.665Z,2020-04-13T16:39:41.493Z,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2020-Apr-13 16:38:48,,0.8833333333,< 01min,uuid:5caa3fd7-b046-4724-9d49-c7911410f148
