SubmissionDate,starttime,endtime,duration,consent,age,gender,degree,international,closure_cam,closure_res,closure_date,location,location_perm,living,vulnerable,quarantine,experienced,dis_label,dis_healthcare,dis_internet,dis_academic,dis_social,dis_psych,change,fin_exp,fin_inc,fin_aid,fin_debt,exp_type,exp_more,exp_less,inc_more,inc_less,aid_more,aid_less,debt_more,debt_less,inst_response,anx_label,anx_nextmo,anx_summer,anx_longterm,inst_country,country,consent_l,gender_l,degree_l,international_l,closure_cam_l,closure_res_l,location_l,location_perm_l,living_l,vulnerable_l,quarantine_l,dis_healthcare_l,dis_internet_l,dis_academic_l,dis_social_l,dis_psych_l,fin_exp_l,fin_inc_l,fin_aid_l,fin_debt_l,inst_response_l,anx_nextmo_l,anx_summer_l,anx_longterm_l,inst_country_l,country_l,starttime_l,endtime_l,duration_m,duration_m_bins,KEY
2020-03-28T20:54:49.329Z,2020-03-28T20:38:02.933Z,2020-03-28T20:54:49.303Z,1006,1,35,1,3,0,1,1,2020-03-23,2,0,3,0,0,,,3,3,1,1,1,,1,2,1,2,,,500,,,,0,,,3,,1,1,1,0,0,Yes,Woman,Doctoral,Domestic,Yes,Yes,Same City,No,Alone,No,No,Same,Same,Much Worse,Much Worse,Much Worse,Decreased,No Change,Decreased,No Change,Too Slow,Much Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43918.85975,,16.76666667,< 20min,uuid:500bea98-4ab1-4912-8c7b-576c0936d41e
2020-03-28T21:10:53.753Z,2020-03-28T21:00:07.211Z,2020-03-28T21:10:53.724Z,647,1,20,1,1,0,1,0,2020-03-16,2,1,3,0,1,,,0,0,1,1,0,,1,2,2,2,,,,,,,,,,3,,1,1,0,0,0,Yes,Woman,Undergraduate,Domestic,Yes,No,Same City,Yes,Alone,No,Yes,N/A,N/A,Much Worse,Much Worse,N/A,Decreased,No Change,No Change,No Change,Too Slow,Much Worse,Much Worse,N/A,United States of America (USA),United States of America (USA),43918.87508,,10.78333333,< 20min,uuid:611f395d-c063-40e0-8aa0-f806841746ff
2020-03-28T21:11:41.269Z,2020-03-28T20:55:43.583Z,2020-03-28T21:11:41.235Z,958,1,26,1,3,0,1,1,2020-03-18,1,1,1,0,0,,,1,3,2,1,2,,1,2,2,2,,,1000,,,,,,,2,,2,2,3,0,0,Yes,Woman,Doctoral,Domestic,Yes,Yes,On Campus,Yes,Roommates,No,No,Much Worse,Same,Worse,Much Worse,Worse,Decreased,No Change,No Change,No Change,Timely,Worse,Worse,Same,United States of America (USA),United States of America (USA),43918.87203,,15.96666667,< 20min,uuid:30690942-76a8-4ca0-be8a-7c4147e10d15
2020-03-28T21:16:49.921Z,2020-03-28T21:11:59.570Z,2020-03-28T21:16:49.896Z,290,1,33,1,3,1,1,1,2020-03-18,2,0,1,0,0,2,,0,3,1,1,1,,2,2,2,2,,,,,,,,,,1,,2,2,2,0,0,Yes,Woman,Doctoral,International,Yes,Yes,Same City,No,Roommates,No,No,N/A,Same,Much Worse,Much Worse,Much Worse,No Change,No Change,No Change,No Change,Too Fast,Worse,Worse,Worse,United States of America (USA),United States of America (USA),43918.88332,,4.833333333,< 05min,uuid:16d773b4-0ace-44a2-a1a7-e9a14aa38535
2020-03-28T21:19:39.667Z,2020-03-28T20:39:38.079Z,2020-03-28T21:19:39.627Z,2402,1,30,1,3,1,1,1,2020-03-10,2,0,3,0,0,1 2 3 4,,1,3,1,1,1,,3,2,2,2,1,500,,,,,,,,2,,1,1,1,0,0,Yes,Woman,Doctoral,International,Yes,Yes,Same City,No,Alone,No,No,Much Worse,Same,Much Worse,Much Worse,Much Worse,Increased,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43918.86086,,40.03333333,>= 30min,uuid:868c9ec7-faac-4c11-afe3-014f4f34a310
2020-03-28T21:24:10.097Z,2020-03-28T21:14:01.577Z,2020-03-28T21:24:10.063Z,608,1,22,2,1,0,1,1,2020-03-16,3,1,2,0,0,1 3,,2,3,2,1,2,,1,3,2,2,,,2000,0,,,,,,2,,2,2,3,0,0,Yes,Man,Undergraduate,Domestic,Yes,Yes,Different City,Yes,Family,No,No,Worse,Same,Worse,Much Worse,Worse,Decreased,Increased,No Change,No Change,Timely,Worse,Worse,Same,United States of America (USA),United States of America (USA),43918.88473,,10.13333333,< 20min,uuid:dcc66974-6473-410a-8d34-c8894dd11214
2020-03-28T21:26:20.869Z,2020-03-28T21:12:45.437Z,2020-03-28T21:26:20.831Z,815,1,26,1,3,0,1,1,2020-03-18,1,1,2,0,0,,,2,2,1,1,2,,1,2,2,2,,,40,,,,,,,2,,1,1,2,0,0,Yes,Woman,Doctoral,Domestic,Yes,Yes,On Campus,Yes,Family,No,No,Worse,Worse,Much Worse,Much Worse,Worse,Decreased,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Worse,United States of America (USA),United States of America (USA),43918.88385,,13.58333333,< 20min,uuid:30f56745-41cb-48ff-9031-a9981eb4e270
2020-03-28T21:34:07.034Z,2020-03-28T21:29:51.580Z,2020-03-28T21:34:07.010Z,255,1,26,1,3,1,1,0,2020-03-28,2,0,2,0,0,4,,2,3,3,1,2,,2,2,2,2,,,,,,,,,,2,,2,1,2,,,Yes,Woman,Doctoral,International,Yes,No,Same City,No,Family,No,No,Worse,Same,Same,Much Worse,Worse,No Change,No Change,No Change,No Change,Timely,Worse,Much Worse,Worse,United States of America (USA),United States of America (USA),43918.89573,,4.25,< 05min,uuid:84be14ba-b164-429d-b604-dccb02bbce2f
2020-03-28T21:34:33.407Z,2020-03-28T10:18:15.647Z,2020-03-28T21:34:33.323Z,40578,1,,1,2,0,1,1,2020-03-11,1,1,1,0,0,4,,1,2,2,1,2,,2,2,2,2,,,,,,,,,,2,,1,2,1,0,0,Yes,Woman,Masters,Domestic,Yes,Yes,On Campus,Yes,Roommates,No,No,Much Worse,Worse,Worse,Much Worse,Worse,No Change,No Change,No Change,No Change,Timely,Much Worse,Worse,Much Worse,United States of America (USA),United States of America (USA),43918.42934,,676.3,>= 30min,uuid:af37cf75-9056-478a-ae10-a28b40044cf7
2020-03-28T21:40:21.475Z,2020-03-28T20:45:58.009Z,2020-03-28T21:40:21.438Z,3263,1,30,2,3,1,1,1,2020-03-11,2,0,3,0,0,3,,3,1,2,1,1,,3,2,2,2,3 4,200,,,,,,,,2,,2,2,3,0,0,Yes,Man,Doctoral,International,Yes,Yes,Same City,No,Alone,No,No,Same,Much Worse,Worse,Much Worse,Much Worse,Increased,No Change,No Change,No Change,Timely,Worse,Worse,Same,United States of America (USA),United States of America (USA),43918.86525,,54.38333333,>= 30min,uuid:0797e258-ce8d-4922-a2da-67fc85550c22
2020-03-28T21:42:45.111Z,2020-03-28T21:36:40.896Z,2020-03-28T21:42:45.084Z,364,1,21,2,1,0,1,1,2020-03-11,3,1,2,1,0,,,3,3,2,1,2,,1,1,2,2,,,1000,,1000,,,,,2,,1,1,2,0,0,Yes,Man,Undergraduate,Domestic,Yes,Yes,Different City,Yes,Family,Yes,No,Same,Same,Worse,Much Worse,Worse,Decreased,Decreased,No Change,No Change,Timely,Much Worse,Much Worse,Worse,United States of America (USA),United States of America (USA),43918.90046,,6.066666667,< 10min,uuid:6d0f4ee7-4cc0-464d-9074-ba3d6ccf9253
2020-03-28T21:44:46.951Z,2020-03-28T21:26:15.521Z,2020-03-28T21:44:46.924Z,1111,1,18,1,1,0,1,1,2020-03-20,3,1,2,0,0,3 4,,2,3,1,1,1,,1,2,2,3,,,200,,,,,200,,2,,2,2,2,0,0,Yes,Woman,Undergraduate,Domestic,Yes,Yes,Different City,Yes,Family,No,No,Worse,Same,Much Worse,Much Worse,Much Worse,Decreased,No Change,No Change,Increased,Timely,Worse,Worse,Worse,United States of America (USA),United States of America (USA),43918.89323,,18.51666667,< 20min,uuid:9411f878-fa99-4af7-b732-e7c2b330f99c
2020-03-28T21:45:46.628Z,2020-03-28T21:42:17.701Z,2020-03-28T21:45:46.564Z,209,1,26,1,3,0,1,1,2020-03-17,2,1,1,0,0,3 4,,3,3,1,1,1,,3,2,2,2,1,500,,,,,,,,1,,1,1,1,0,0,Yes,Woman,Doctoral,Domestic,Yes,Yes,Same City,Yes,Roommates,No,No,Same,Same,Much Worse,Much Worse,Much Worse,Increased,No Change,No Change,No Change,Too Fast,Much Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43918.90436,,3.483333333,< 05min,uuid:ff751221-647d-46de-9739-7137fc3d4dc9
2020-03-28T21:46:46.192Z,2020-03-28T21:31:49.525Z,2020-03-28T21:46:46.096Z,897,1,29,1,3,0,1,1,2020-03-13,2,0,1,0,0,3,,3,1,1,2,2,,2,2,2,2,,,,,,,,,,2,,1,1,1,0,0,Yes,Woman,Doctoral,Domestic,Yes,Yes,Same City,No,Roommates,No,No,Same,Much Worse,Much Worse,Worse,Worse,No Change,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43918.89709,,14.95,< 20min,uuid:1f3167f2-0717-42b1-9487-627a4834668f
2020-03-28T21:52:46.991Z,2020-03-28T21:49:03.373Z,2020-03-28T21:52:46.962Z,224,1,23,1,1,0,1,1,2020-03-16,3,1,2,1,0,4,,3,3,2,1,3,,2,2,2,2,,,,,,,,,,2,,1,1,2,0,0,Yes,Woman,Undergraduate,Domestic,Yes,Yes,Different City,Yes,Family,Yes,No,Same,Same,Worse,Much Worse,Same,No Change,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Worse,United States of America (USA),United States of America (USA),43918.90906,,3.733333333,< 05min,uuid:80e86187-2d1f-4aab-8d19-d15cdf94c9c0
2020-03-28T21:55:01.950Z,2020-03-28T21:32:00.792Z,2020-03-28T21:55:01.917Z,1381,1,18,1,1,0,1,0,2020-03-29,3,1,2,1,0,,,3,3,1,1,1,,2,2,2,2,,,,,,,,,,2,,1,1,1,0,0,Yes,Woman,Undergraduate,Domestic,Yes,No,Different City,Yes,Family,Yes,No,Same,Same,Much Worse,Much Worse,Much Worse,No Change,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43918.89722,,23.01666667,< 30min,uuid:f9c98e75-ba7b-42d9-bf4b-a4535d3470b8
2020-03-28T22:02:34.561Z,2020-03-28T21:58:06.198Z,2020-03-28T22:02:34.539Z,268,1,21,1,1,0,1,1,2020-03-22,2,1,2,0,0,1 3 2004,,3,2,2,1,1,,2,1,1,3,,,,,2000,,800,3000,,3,,,,,,,Yes,Woman,Undergraduate,Domestic,Yes,Yes,Same City,Yes,Family,No,No,Same,Worse,Worse,Much Worse,Much Worse,No Change,Decreased,Decreased,Increased,Too Slow,N/A,N/A,N/A,United States of America (USA),United States of America (USA),43918.91535,,4.466666667,< 05min,uuid:398fd968-7603-485e-a600-a9b712ea0615
2020-03-28T22:17:45.388Z,2020-03-28T22:07:52.832Z,2020-03-28T22:17:45.353Z,593,1,22,1,1,0,1,1,2020-03-12,3,1,2,1,0,3,,,,,,,,,,,,,,,,,,,,,2,,,,,0,0,Yes,Woman,Undergraduate,Domestic,Yes,Yes,Different City,Yes,Family,Yes,No,N/A,N/A,N/A,N/A,N/A,,,,,Timely,N/A,N/A,N/A,United States of America (USA),United States of America (USA),43918.92213,,9.883333333,< 10min,uuid:c99db650-1314-449f-bbd5-cdf3a707d2d0
2020-03-28T22:25:38.384Z,2020-03-28T22:07:46.757Z,2020-03-28T22:25:38.323Z,1072,1,57,1,5,0,1,1,2020-03-20,2,1,2,0,0,4,,3,3,3,2,4,,1,2,,2,,,200,,,,,,,3,,2,4,3,0,0,Yes,Woman,Other,Domestic,Yes,Yes,Same City,Yes,Family,No,No,Same,Same,Same,Worse,Better,Decreased,No Change,,No Change,Too Slow,Worse,Better,Same,United States of America (USA),United States of America (USA),43918.92206,,17.86666667,< 20min,uuid:da6f72bd-2f1d-4c98-b4c7-a06999f2db27
2020-03-28T22:37:37.221Z,2020-03-28T22:17:19.004Z,2020-03-28T22:37:37.198Z,1218,1,28,4,3,1,1,1,2020-03-18,2,1,3,0,0,1,,0,5,3,1,2,,2,2,2,2,,,,,,,,,,2,,3,3,1,0,0,Yes,Other,Doctoral,International,Yes,Yes,Same City,Yes,Alone,No,No,N/A,Much Better,Same,Much Worse,Worse,No Change,No Change,No Change,No Change,Timely,Same,Same,Much Worse,United States of America (USA),United States of America (USA),43918.92869,,20.3,< 30min,uuid:cfa8dad7-05ef-488f-bb61-7d30aed5e692
2020-03-28T23:07:31.997Z,2020-03-28T23:02:25.302Z,2020-03-28T23:07:31.968Z,307,1,22,1,1,0,1,1,2020-03-19,3,1,2,0,0,,,3,3,2,2,2,,1,2,2,2,,,600,,,,,,,2,,1,1,1,0,0,Yes,Woman,Undergraduate,Domestic,Yes,Yes,Different City,Yes,Family,No,No,Same,Same,Worse,Worse,Worse,Decreased,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43918.96001,,5.116666667,< 10min,uuid:bf072b4e-a04a-4532-ae87-40cdcf3ec576
2020-03-28T23:19:17.663Z,2020-03-28T23:11:13.322Z,2020-03-28T23:19:17.637Z,484,1,21,1,1,1,1,1,2020-03-16,2,0,1,0,0,,,4,3,3,2,3,,2,2,2,2,,,,,,,,,,2,,2,2,2,,,Yes,Woman,Undergraduate,International,Yes,Yes,Same City,No,Roommates,No,No,Better,Same,Same,Worse,Same,No Change,No Change,No Change,No Change,Timely,Worse,Worse,Worse,United States of America (USA),United States of America (USA),43918.96612,,8.066666667,< 10min,uuid:44a1d093-89b4-49d1-b230-a78323f85ff1
2020-03-29T00:01:17.252Z,2020-03-28T23:56:28.621Z,2020-03-29T00:01:17.227Z,289,1,22,2,3,0,1,1,2020-03-16,3,1,2,0,0,,,3,3,2,2,3,,1,3,2,2,,,400,400,,,,,,2,,4,3,2,0,0,Yes,Man,Doctoral,Domestic,Yes,Yes,Different City,Yes,Family,No,No,Same,Same,Worse,Worse,Same,Decreased,Increased,No Change,No Change,Timely,Better,Same,Worse,United States of America (USA),United States of America (USA),43918.99755,,4.816666667,< 05min,uuid:0332166a-557c-43e6-a38e-2e5058015b2d
2020-03-29T00:22:10.922Z,2020-03-28T23:56:28.958Z,2020-03-29T00:22:10.878Z,1542,1,27,1,3,0,1,1,2020-03-14,2,1,3,0,0,4,,3,3,2,1,2,,2,2,2,2,,,,,,,,,,2,,1,1,2,0,0,Yes,Woman,Doctoral,Domestic,Yes,Yes,Same City,Yes,Alone,No,No,Same,Same,Worse,Much Worse,Worse,No Change,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Worse,United States of America (USA),United States of America (USA),43918.99755,,25.7,< 30min,uuid:9a482457-233e-4a16-b7e4-10eb81058223
2020-03-29T01:50:37.443Z,2020-03-29T01:45:37.878Z,2020-03-29T01:50:37.406Z,300,1,31,1,3,1,1,1,2020-03-18,2,0,3,0,0,4,,0,3,1,1,2,,3,2,2,2,1 5,2000,,,,,,,,2,,1,1,1,0,0,Yes,Woman,Doctoral,International,Yes,Yes,Same City,No,Alone,No,No,N/A,Same,Much Worse,Much Worse,Worse,Increased,No Change,No Change,No Change,Timely,Much Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43919.07334,,5,< 10min,uuid:74dd9d29-c9de-4197-95fc-b1e757fd922b
2020-03-29T01:53:23.463Z,2020-03-29T01:18:10.726Z,2020-03-29T01:53:23.424Z,2113,1,,1,3,1,1,1,2020-03-17,2,0,3,0,0,1 4,,3,3,2,5,4,,3,1,1,2,1 3 2004,,,,,,5000,,,1,,2,1,3,0,0,Yes,Woman,Doctoral,International,Yes,Yes,Same City,No,Alone,No,No,Same,Same,Worse,Much Better,Better,Increased,Decreased,Decreased,No Change,Too Fast,Worse,Much Worse,Same,United States of America (USA),United States of America (USA),43919.05428,,35.21666667,>= 30min,uuid:5d388a06-c840-403e-b250-bd9e32a6d8a7
2020-03-29T02:05:04.254Z,2020-03-28T23:25:56.433Z,2020-03-29T02:05:04.220Z,9548,1,25,1,3,1,1,0,2020-03-09,1,1,1,0,0,2 3 2004,,0,3,2,1,1,,2,2,2,2,,,,,,,,,,2,,1,2,3,0,0,Yes,Woman,Doctoral,International,Yes,No,On Campus,Yes,Roommates,No,No,N/A,Same,Worse,Much Worse,Much Worse,No Change,No Change,No Change,No Change,Timely,Much Worse,Worse,Same,United States of America (USA),United States of America (USA),43918.97634,,159.1333333,>= 30min,uuid:2b2d9f39-3863-4823-b26a-bd628042e3cd
2020-03-29T02:15:44.212Z,2020-03-29T02:09:05.489Z,2020-03-29T02:15:44.183Z,399,1,28,2,3,0,1,0,2020-03-15,2,1,1,0,0,,,2,3,3,1,2,,2,2,2,2,,,,,,,,,,2,,2,2,2,0,0,Yes,Man,Doctoral,Domestic,Yes,No,Same City,Yes,Roommates,No,No,Worse,Same,Same,Much Worse,Worse,No Change,No Change,No Change,No Change,Timely,Worse,Worse,Worse,United States of America (USA),United States of America (USA),43919.08964,,6.65,< 10min,uuid:f3a86e4d-04d3-4587-be73-d95158fcca64
2020-03-29T02:53:17.359Z,2020-03-29T02:50:12.710Z,2020-03-29T02:53:17.294Z,185,1,27,1,2,1,1,0,2020-03-09,2,1,1,0,0,4,,2,2,2,1,2,,2,2,2,2,,,,,,,,,,2,,2,2,1,0,0,Yes,Woman,Masters,International,Yes,No,Same City,Yes,Roommates,No,No,Worse,Worse,Worse,Much Worse,Worse,No Change,No Change,No Change,No Change,Timely,Worse,Worse,Much Worse,United States of America (USA),United States of America (USA),43919.11819,,3.083333333,< 05min,uuid:61a81c7d-649f-4e52-b96d-f7b4ff7c7924
2020-03-29T02:56:15.779Z,2020-03-28T19:45:41.198Z,2020-03-29T02:56:15.739Z,25835,1,35,2,2,1,1,0,2020-03-28,1,1,2,0,0,,,0,2,1,1,2,,2,1,2,2,,,,,,,,,,2,,2,1,2,0,0,Yes,Man,Masters,International,Yes,No,On Campus,Yes,Family,No,No,N/A,Worse,Much Worse,Much Worse,Worse,No Change,Decreased,No Change,No Change,Timely,Worse,Much Worse,Worse,United States of America (USA),United States of America (USA),43918.82339,,430.5833333,>= 30min,uuid:9c0181ae-9ac8-46d0-bbb7-611b605ba1d2
2020-03-29T03:30:23.108Z,2020-03-29T03:17:27.063Z,2020-03-29T03:30:23.031Z,776,1,27,2,2,0,1,0,2020-03-28,3,1,3,0,0,4,,0,3,1,1,2,,1,1,1,2,,,1000,,2000,,3000,,,1,,3,2,5,0,0,Yes,Man,Masters,Domestic,Yes,No,Different City,Yes,Alone,No,No,N/A,Same,Much Worse,Much Worse,Worse,Decreased,Decreased,Decreased,No Change,Too Fast,Same,Worse,Much Better,United States of America (USA),United States of America (USA),43919.13712,,12.93333333,< 20min,uuid:c421f55c-0984-4355-8f11-8b9f69c4cb43
2020-03-29T03:41:38.449Z,2020-03-29T02:49:32.632Z,2020-03-29T03:41:38.423Z,3126,1,28,1,2,0,1,0,2020-03-18,1,1,3,0,0,4,,2,3,2,1,1,,1,2,2,2,,,500,,,,,,,2,,2,1,2,0,0,Yes,Woman,Masters,Domestic,Yes,No,On Campus,Yes,Alone,No,No,Worse,Same,Worse,Much Worse,Much Worse,Decreased,No Change,No Change,No Change,Timely,Worse,Much Worse,Worse,United States of America (USA),United States of America (USA),43919.11773,,52.1,>= 30min,uuid:6bfbe5e4-7e60-4633-ae3f-544fb5cb27ae
2020-03-29T04:23:36.260Z,2020-03-29T04:10:04.986Z,2020-03-29T04:23:36.211Z,811,1,22,2,1,1,1,1,2020-03-12,2,1,1,0,0,,,0,3,2,1,2,,2,2,2,2,,,,,,,,,,3,,2,1,1,0,,Yes,Man,Undergraduate,International,Yes,Yes,Same City,Yes,Roommates,No,No,N/A,Same,Worse,Much Worse,Worse,No Change,No Change,No Change,No Change,Too Slow,Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43919.17366,,13.51666667,< 20min,uuid:1a859182-1bd9-4e77-b5f2-964fc70a4d48
2020-03-29T04:27:29.025Z,2020-03-29T04:19:49.906Z,2020-03-29T04:27:28.993Z,459,1,20,1,1,0,1,1,2020-03-18,2,1,1,0,0,1 2,,1,0,1,0,0,,3,1,2,2,1 3,4000,,,1000,,,,,3,,1,1,1,0,,Yes,Woman,Undergraduate,Domestic,Yes,Yes,Same City,Yes,Roommates,No,No,Much Worse,N/A,Much Worse,N/A,N/A,Increased,Decreased,No Change,No Change,Too Slow,Much Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43919.18043,,7.65,< 10min,uuid:7785df6b-46f0-40a8-bf02-8cc71f055fa3
2020-03-29T05:00:43.645Z,2020-03-29T04:47:42.464Z,2020-03-29T05:00:43.618Z,781,1,25,2,3,1,1,1,2020-03-11,2,1,3,0,0,1 4,,2,3,1,1,2,,3,2,2,2,5,500,,,,,,,,3,,1,1,1,0,0,Yes,Man,Doctoral,International,Yes,Yes,Same City,Yes,Alone,No,No,Worse,Same,Much Worse,Much Worse,Worse,Increased,No Change,No Change,No Change,Too Slow,Much Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43919.19979,,13.01666667,< 20min,uuid:ba79fe65-1c8e-44e1-9091-a9c7c4c4ae41
2020-03-29T05:59:30.023Z,2020-03-29T05:22:19.268Z,2020-03-29T05:59:29.948Z,2231,1,,1,3,1,1,0,2020-03-12,2,1,1,0,0,3 4,,0,3,2,1,1,,2,2,2,2,,,,,,,,,,2,,3,1,3,,,Yes,Woman,Doctoral,International,Yes,No,Same City,Yes,Roommates,No,No,N/A,Same,Worse,Much Worse,Much Worse,No Change,No Change,No Change,No Change,Timely,Same,Much Worse,Same,United States of America (USA),United States of America (USA),43919.22383,,37.18333333,>= 30min,uuid:41c69493-0783-41df-bb24-d70498679239
2020-03-29T06:18:07.455Z,2020-03-29T01:59:45.222Z,2020-03-29T06:18:07.424Z,15502,1,23,2,2,0,1,1,2020-03-25,2,0,1,0,0,,,3,3,2,1,2,,2,1,2,2,,,,,2800,,,,,1,,1,2,3,0,0,Yes,Man,Masters,Domestic,Yes,Yes,Same City,No,Roommates,No,No,Same,Same,Worse,Much Worse,Worse,No Change,Decreased,No Change,No Change,Too Fast,Much Worse,Worse,Same,United States of America (USA),United States of America (USA),43919.08316,,258.3666667,>= 30min,uuid:b23ac309-50b0-41f4-8055-d0ef74cda386
2020-03-29T10:07:27.792Z,2020-03-29T09:36:48.608Z,2020-03-29T10:07:27.757Z,1839,1,,2,1,0,1,1,2020-03-18,3,1,2,1,0,1 3 2004,,4,3,1,1,2,,1,1,2,2,,,400,,600,,,,,2,,1,1,1,138,138,Yes,Man,Undergraduate,Domestic,Yes,Yes,Different City,Yes,Family,Yes,No,Better,Same,Much Worse,Much Worse,Worse,Decreased,Decreased,No Change,No Change,Timely,Much Worse,Much Worse,Much Worse,Pakistan,Pakistan,43919.40056,,30.65,>= 30min,uuid:378c8262-7fac-45dc-b9a6-5960257490e4
2020-03-29T10:14:12.819Z,2020-03-29T10:05:10.028Z,2020-03-29T10:14:12.793Z,543,1,23,1,2,1,1,0,2020-03-28,2,1,3,0,0,,,5,3,3,1,2,,3,2,2,2,1 5,,,,,,,,,3,,2,2,3,91,91,Yes,Woman,Masters,International,Yes,No,Same City,Yes,Alone,No,No,Much Better,Same,Same,Much Worse,Worse,Increased,No Change,No Change,No Change,Too Slow,Worse,Worse,Same,Japan,Japan,43919.42025,,9.05,< 10min,uuid:4f5a5256-edc9-4a50-a73f-fef4d0520d6e
2020-03-29T10:41:18.422Z,2020-03-29T10:21:02.360Z,2020-03-29T10:41:18.332Z,1216,1,20,2,1,0,1,0,2020-03-13,2,1,3,0,0,,,3,2,1,1,3,,1,2,2,2,,,130,,,,,,,2,,3,2,3,64,64,Yes,Man,Undergraduate,Domestic,Yes,No,Same City,Yes,Alone,No,No,Same,Worse,Much Worse,Much Worse,Same,Decreased,No Change,No Change,No Change,Timely,Same,Worse,Same,France,France,43919.43127,,20.26666667,< 30min,uuid:5b48a6d6-be84-47f6-9034-0bd7125c97e4
2020-03-29T12:11:36.902Z,2020-03-29T12:04:52.459Z,2020-03-29T12:11:36.855Z,404,1,27,2,2,0,1,0,2020-03-19,2,1,2,0,0,4,,3,3,3,2,2,,2,2,2,2,,,,,,,,,,2,,1,2,3,64,64,Yes,Man,Masters,Domestic,Yes,No,Same City,Yes,Family,No,No,Same,Same,Same,Worse,Worse,No Change,No Change,No Change,No Change,Timely,Much Worse,Worse,Same,France,France,43919.50338,,6.733333333,< 10min,uuid:5bd124ee-83ce-4e3e-bbc6-826bd532a4d7
2020-03-29T14:19:14.286Z,2020-03-29T14:15:35.612Z,2020-03-29T14:19:14.247Z,219,1,20,1,1,0,1,1,2020-03-13,3,1,2,0,0,,,3,3,2,1,2,,2,1,2,2,,,,,1000,,,,,2,,2,1,1,0,0,Yes,Woman,Undergraduate,Domestic,Yes,Yes,Different City,Yes,Family,No,No,Same,Same,Worse,Much Worse,Worse,No Change,Decreased,No Change,No Change,Timely,Worse,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43919.59416,,3.65,< 05min,uuid:c93ee32e-bcf5-4000-a7e3-b69831c2d9fe
2020-03-29T14:34:18.188Z,2020-03-29T14:15:56.164Z,2020-03-29T14:34:18.157Z,1102,1,,2,2,0,1,0,2020-03-16,2,1,3,0,0,4,,1,2,2,3,3,,1,1,2,2,,,2500,,1000,,,,,3,,3,2,3,173,173,Yes,Man,Masters,Domestic,Yes,No,Same City,Yes,Alone,No,No,Much Worse,Worse,Worse,Same,Same,Decreased,Decreased,No Change,No Change,Too Slow,Same,Worse,Same,Sweden,Sweden,43919.5944,,18.36666667,< 20min,uuid:d609fff7-4b20-478b-91ce-e24b3c48014b
2020-03-29T15:10:28.278Z,2020-03-29T14:56:15.479Z,2020-03-29T15:10:28.249Z,853,1,20,1,1,0,1,1,2020-03-13,2,0,1,0,0,3,,0,2,1,2,0,,3,2,2,2,1 5,500,,,,,,,,2,,1,2,3,0,0,Yes,Woman,Undergraduate,Domestic,Yes,Yes,Same City,No,Roommates,No,No,N/A,Worse,Much Worse,Worse,N/A,Increased,No Change,No Change,No Change,Timely,Much Worse,Worse,Same,United States of America (USA),United States of America (USA),43919.6224,,14.21666667,< 20min,uuid:9b6a3629-0dc5-4fde-b2c6-e8ba7edc8e66
2020-03-29T15:51:35.721Z,2020-03-29T15:39:36.058Z,2020-03-29T15:51:35.654Z,720,1,28,1,3,0,,1,2020-03-13,2,1,2,1,0,3 4,,1,2,3,1,1,,3,1,1,2,1,,,,,,,,,3,,2,2,1,83,83,Yes,Woman,Doctoral,Domestic,No,Yes,Same City,Yes,Family,Yes,No,Much Worse,Worse,Same,Much Worse,Much Worse,Increased,Decreased,Decreased,No Change,Too Slow,Worse,Worse,Much Worse,India,India,43919.6525,,12,< 20min,uuid:7882dc90-86bc-4393-8957-2ebfa80c57ea
2020-03-29T16:54:56.192Z,2020-03-29T16:49:20.646Z,2020-03-29T16:54:56.162Z,336,1,20,1,1,0,1,1,2020-03-23,3,1,2,0,0,3 4,,1,1,1,1,1,,1,1,1,2,,,1000,,2000,,1000,,,2,,0,1,1,0,0,Yes,Woman,Undergraduate,Domestic,Yes,Yes,Different City,Yes,Family,No,No,Much Worse,Much Worse,Much Worse,Much Worse,Much Worse,Decreased,Decreased,Decreased,No Change,Timely,N/A,Much Worse,Much Worse,United States of America (USA),United States of America (USA),43919.70093,,5.6,< 10min,uuid:b4daddbc-6453-47b8-afc9-9ac3e311ca34
